Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
_C_ascend::npu_gemma_rms_norm,,,201.91,651.17,0,5.28,0,0
aten::empty,,,8.36,27.83,0,0,0,0
empty_tensor,,,19.47,19.47,0,0,0,0
aten::empty,,,2.44,7.8,0,0,0,0
empty_tensor,,,5.36,5.36,0,0,0,0
aten::empty,,,7.2,400.38,0,0,0,0
empty_tensor,,,393.18,393.18,0,0,0,0
aclnnGemmaRmsNorm,,,13.25,13.25,5.28,5.28,0,0
aten::empty_like,,,20.2,32.49,0,0,0,0
empty_tensor,,,12.29,12.29,0,0,0,0
aten::detach,,,5.96,5.96,0,0,0,0
vllm::unquantized_gemm,,,113.85,607.37,0,26.8,0,26.8
aten::linear,,,10.45,493.52,0,26.8,0,26.8
aten::t,,,11.45,26.55,0,0,0,0
aten::transpose,,,7.63,15.1,0,0,0,0
aten::as_strided,,,7.47,7.47,0,0,0,0
aten::matmul,,,439.19,456.52,0,26.8,0,26.8
empty_tensor,,,10.55,10.55,0,0,0,0
aclnnMatmul,,,6.78,6.78,26.8,26.8,26.8,26.8
aten::split_with_sizes,,,20.7,30.36,0,0,0,0
aten::as_strided,,,7.8,7.8,0,0,0,0
aten::as_strided,,,1.86,1.86,0,0,0,0
aten::reshape,,,19.95,35.12,0,0,0,0
aten::_reshape_alias,,,6.92,15.17,0,0,0,0
aten::view,,,8.25,8.25,0,0,0,0
vllm::unquantized_gemm,,,83.98,354.54,0,7.16,0,7.16
aten::linear,,,7.8,270.56,0,7.16,0,7.16
aten::t,,,7.28,17.83,0,0,0,0
aten::transpose,,,4.68,10.55,0,0,0,0
aten::as_strided,,,5.87,5.87,0,0,0,0
aten::matmul,,,223.95,244.93,0,7.16,0,7.16
empty_tensor,,,15.05,15.05,0,0,0,0
aclnnMatmul,,,5.93,5.93,7.16,7.16,7.16,7.16
aten::split,,,11.54,35.02,0,0,0,0
aten::narrow,,,5.62,18.35,0,0,0,0
aten::slice,,,5.42,12.73,0,0,0,0
aten::as_strided,,,7.31,7.31,0,0,0,0
aten::narrow,,,1.64,5.13,0,0,0,0
aten::slice,,,1.67,3.49,0,0,0,0
aten::as_strided,,,1.82,1.82,0,0,0,0
aten::clone,,,10.72,152.3,0,2.34,0,0
empty_tensor,,,13.7,13.7,0,0,0,0
aten::copy_,,,122.68,127.88,0,2.34,0,0
aclnnInplaceCopy,,,5.2,5.2,2.34,2.34,0,0
aten::clone,,,13.21,171.22,0,2.2,0,0
empty_tensor,,,27.56,27.56,0,0,0,0
aten::copy_,,,124.76,130.45,0,2.2,0,0
aclnnInplaceCopy,,,5.69,5.69,2.2,2.2,0,0
aten::zeros,,,19.67,137.03,0,2.6,0,0
empty_tensor,,,16.25,16.25,0,0,0,0
aten::zero_,,,94.76,101.11,0,2.6,0,0
aclnnInplaceZero,,,6.35,6.35,2.6,2.6,0,0
aten::detach,,,4.58,4.58,0,0,0,0
vllm::gdn_attention_core,,,22845.71,273504.85,0,2293.540000000001,0,0
aten::transpose,,,12.36,21.96,0,0,0,0
aten::as_strided,,,9.6,9.6,0,0,0,0
aten::slice,,,3.99,6.96,0,0,0,0
aten::as_strided,,,2.97,2.97,0,0,0,0
aten::slice,,,1.57,3.5,0,0,0,0
aten::as_strided,,,1.93,1.93,0,0,0,0
aten::slice,,,2.25,3.84,0,0,0,0
aten::as_strided,,,1.59,1.59,0,0,0,0
aten::view,,,11.1,11.1,0,0,0,0
aten::transpose,,,4.91,7.6,0,0,0,0
aten::as_strided,,,2.69,2.69,0,0,0,0
_C_ascend::causal_conv1d_fn,,,907.55,1039.05,0,39.3,0,0
aten::empty,,,6.4,24.1,0,0,0,0
empty_tensor,,,17.7,17.7,0,0,0,0
aten::empty,,,8.22,81.66,0,0,0,0
empty_tensor,,,73.44,73.44,0,0,0,0
aclnnCausalConv1d,,,25.74,25.74,39.3,39.3,0,0
aten::split_with_sizes,,,9.58,21.02,0,0,0,0
aten::as_strided,,,7.64,7.64,0,0,0,0
aten::as_strided,,,1.53,1.53,0,0,0,0
aten::as_strided,,,2.27,2.27,0,0,0,0
aten::reshape,,,10.38,24.26,0,0,0,0
aten::_reshape_alias,,,5.91,13.88,0,0,0,0
aten::view,,,7.97,7.97,0,0,0,0
aten::reshape,,,2.77,8.03,0,0,0,0
aten::_reshape_alias,,,1.84,5.26,0,0,0,0
aten::view,,,3.42,3.42,0,0,0,0
aten::reshape,,,2.95,9.1,0,0,0,0
aten::_reshape_alias,,,2.33,6.15,0,0,0,0
aten::view,,,3.82,3.82,0,0,0,0
aten::reshape,,,2.13,6.2,0,0,0,0
aten::_reshape_alias,,,1.85,4.07,0,0,0,0
aten::view,,,2.22,2.22,0,0,0,0
aten::reshape,,,2.62,8.51,0,0,0,0
aten::_reshape_alias,,,2.14,5.89,0,0,0,0
aten::view,,,3.75,3.75,0,0,0,0
aten::reshape,,,2.23,6.05,0,0,0,0
aten::_reshape_alias,,,1.76,3.82,0,0,0,0
aten::view,,,2.06,2.06,0,0,0,0
aten::contiguous,,,7.54,165.82,0,1.82,0,0
aten::clone,,,7.94,158.28,0,1.82,0,0
empty_tensor,,,15.73,15.73,0,0,0,0
aten::copy_,,,113.37,134.61,0,1.82,0,0
aclnnInplaceCopy,,,21.24,21.24,1.82,1.82,0,0
aten::contiguous,,,3.74,113.17,0,1.66,0,0
aten::clone,,,5.86,109.43,0,1.66,0,0
empty_tensor,,,13.65,13.65,0,0,0,0
aten::copy_,,,85.92,89.92,0,1.66,0,0
aclnnInplaceCopy,,,4.0,4.0,1.66,1.66,0,0
aten::contiguous,,,3.3,90.6,0,1.94,0,0
aten::clone,,,4.96,87.3,0,1.94,0,0
empty_tensor,,,10.67,10.67,0,0,0,0
aten::copy_,,,67.74,71.67,0,1.94,0,0
aclnnInplaceCopy,,,3.93,3.93,1.94,1.94,0,0
aten::empty,,,4.89,16.39,0,0,0,0
empty_tensor,,,11.5,11.5,0,0,0,0
aten::empty,,,2.26,8.87,0,0,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
fused_gdn_gating_kernel,,,29.32,29.32,3.52,3.52,0,0
aten::index,,,332.94,373.41,0,27.78,0,0
empty_tensor,,,10.47,10.47,0,0,0,0
empty_tensor,,,12.71,12.71,0,0,0,0
aclnnIndex,,,17.29,17.29,27.78,27.78,0,0
aten::bitwise_not,,,1993.32,2033.0,0,1.52,0,0
empty_tensor,,,20.47,20.47,0,0,0,0
aclnnBitwiseNot,,,19.21,19.21,1.52,1.52,0,0
aten::scalar_tensor,,,16.65,125.72,0,1.44,0,0
aten::empty,,,4.71,20.55,0,0,0,0
empty_tensor,,,15.84,15.84,0,0,0,0
aten::fill_,,,84.32,88.52,0,1.44,0,0
aclnnInplaceFillScalar,,,4.2,4.2,1.44,1.44,0,0
aten::index_put_,,,300.55,72288.31,0,52.78,0,0
aten::_index_put_impl_,,,71868.03,71987.76,0,52.78,0,0
empty_tensor,,,19.84,19.84,0,0,0,0
aclnnNonzeroV2,,,22.58,22.58,15.92,15.92,0,0
aten::resize_,,,8.37,8.37,0,0,0,0
aten::select,,,11.66,18.78,0,0,0,0
aten::as_strided,,,7.12,7.12,0,0,0,0
empty_tensor,,,10.07,10.07,0,0,0,0
aten::as_strided,,,3.34,3.34,0,0,0,0
aten::reshape,,,2.64,7.63,0,0,0,0
aten::view,,,4.99,4.99,0,0,0,0
aclnnIndexPutImpl,,,29.12,29.12,36.86,36.86,0,0
ChunkGatedDeltaRuleFunction,,,118880.98,173387.34,0,2122.6200000000013,0,0
aten::reshape,,,5.68,20.89,0,0,0,0
aten::view,,,15.21,15.21,0,0,0,0
aten::empty_like,,,16.47,36.41,0,0,0,0
empty_tensor,,,19.94,19.94,0,0,0,0
l2norm_fwd_kernel2_loop,,,28.47,28.47,7.96,7.96,0,0
aten::view,,,12.95,12.95,0,0,0,0
aten::reshape,,,2.5,6.28,0,0,0,0
aten::view,,,3.78,3.78,0,0,0,0
aten::empty_like,,,10.72,27.95,0,0,0,0
empty_tensor,,,17.23,17.23,0,0,0,0
l2norm_fwd_kernel2_loop,,,25.75,25.75,3.14,3.14,0,0
aten::view,,,8.56,8.56,0,0,0,0
aten::slice,,,28.36,36.55,0,0,0,0
aten::as_strided,,,8.19,8.19,0,0,0,0
aten::slice,,,3.72,5.9,0,0,0,0
aten::as_strided,,,2.18,2.18,0,0,0,0
aten::sub,,,45.25,79.09,0,1.22,0,0
empty_tensor,,,15.35,15.35,0,0,0,0
aclnnSub,,,18.49,18.49,1.22,1.22,0,0
aten::add,,,1443.2,1484.02,0,1.36,0,0
empty_tensor,,,10.16,10.16,0,0,0,0
aten::item,,,5.76,11.24,0,0,0,0
aten::_local_scalar_dense,,,5.48,5.48,0,0,0,0
aclnnAdds,,,19.42,19.42,1.36,1.36,0,0
aten::sub,,,100.65,123.56,0,1.34,0,0
empty_tensor,,,13.83,13.83,0,0,0,0
aten::item,,,2.67,4.65,0,0,0,0
aten::_local_scalar_dense,,,1.98,1.98,0,0,0,0
aclnnSubs,,,4.43,4.43,1.34,1.34,0,0
aten::floor_divide,,,31032.74,31077.09,0,865.92,0,0
empty_tensor,,,18.11,18.11,0,0,0,0
aten::item,,,2.81,4.87,0,0,0,0
aten::_local_scalar_dense,,,2.06,2.06,0,0,0,0
aclnnFloorDivides,,,21.37,21.37,865.92,865.92,0,0
aten::resolve_conj,,,4.12,4.12,0,0,0,0
aten::resolve_neg,,,1.67,1.67,0,0,0,0
aten::to,,,11.21,1480.84,0,0,0,0
aten::_to_copy,,,19.98,1469.63,0,0,0,0
aten::empty,,,9.42,9.42,0,0,0,0
aten::copy_,,,1440.23,1440.23,0,0,0,0
aten::arange,,,14.77,76.99,0,0,0,0
aten::empty,,,5.47,5.47,0,0,0,0
aten::arange,,,48.27,56.75,0,0,0,0
aten::resize_,,,8.48,8.48,0,0,0,0
aten::cat,,,21.49,21.49,0,0,0,0
aten::eq,,,27.77,27.77,0,0,0,0
aten::cumsum,,,19.92,56.43,0,0,0,0
aten::to,,,3.15,36.51,0,0,0,0
aten::_to_copy,,,9.97,33.36,0,0,0,0
aten::empty_strided,,,7.23,7.23,0,0,0,0
aten::copy_,,,16.16,16.16,0,0,0,0
aten::sub,,,24.31,24.31,0,0,0,0
aten::stack,,,9.09,59.38,0,0,0,0
aten::unsqueeze,,,7.13,13.92,0,0,0,0
aten::as_strided,,,6.79,6.79,0,0,0,0
aten::unsqueeze,,,1.11,1.93,0,0,0,0
aten::as_strided,,,0.82,0.82,0,0,0,0
aten::cat,,,18.86,34.44,0,0,0,0
aten::narrow,,,11.04,15.58,0,0,0,0
aten::slice,,,3.25,4.54,0,0,0,0
aten::as_strided,,,1.29,1.29,0,0,0,0
aten::to,,,3.48,176.2,0,0,0,0
aten::_to_copy,,,10.8,172.72,0,0,0,0
aten::empty_strided,,,18.09,26.8,0,0,0,0
empty_tensor,,,8.71,8.71,0,0,0,0
aten::copy_,,,91.51,135.12,0,0,0,0
aten::to,,,1.44,31.41,0,0,0,0
aten::_to_copy,,,4.39,29.97,0,0,0,0
aten::empty_strided,,,17.52,17.52,0,0,0,0
aten::copy_,,,8.06,8.06,0,0,0,0
aten::expand_as,,,5.46,12.2,0,0,0,0
aten::expand,,,4.8,6.74,0,0,0,0
aten::as_strided,,,1.94,1.94,0,0,0,0
aten::empty_like,,,10.36,24.35,0,0,0,0
empty_tensor,,,13.99,13.99,0,0,0,0
chunk_local_cumsum_scalar_kernel,,,28.5,28.5,3.04,3.04,0,0
aten::to,,,6.12,169.71,0,0,0,0
aten::_to_copy,,,12.17,163.59,0,0,0,0
aten::empty,,,7.98,7.98,0,0,0,0
aten::copy_,,,143.44,143.44,0,0,0,0
aten::slice,,,6.62,11.51,0,0,0,0
aten::as_strided,,,4.89,4.89,0,0,0,0
aten::slice,,,2.01,3.05,0,0,0,0
aten::as_strided,,,1.04,1.04,0,0,0,0
aten::sub,,,19.71,19.71,0,0,0,0
aten::add,,,16.17,34.84,0,0,0,0
aten::to,,,2.11,18.67,0,0,0,0
aten::_to_copy,,,5.77,16.56,0,0,0,0
aten::empty_strided,,,3.27,3.27,0,0,0,0
aten::copy_,,,7.52,7.52,0,0,0,0
aten::sub,,,5.8,14.48,0,0,0,0
aten::to,,,1.2,8.68,0,0,0,0
aten::_to_copy,,,2.74,7.48,0,0,0,0
aten::empty_strided,,,1.85,1.85,0,0,0,0
aten::copy_,,,2.89,2.89,0,0,0,0
aten::floor_divide,,,12.05,23.04,0,0,0,0
aten::to,,,1.34,8.83,0,0,0,0
aten::_to_copy,,,2.9,7.49,0,0,0,0
aten::empty_strided,,,1.78,1.78,0,0,0,0
aten::copy_,,,2.81,2.81,0,0,0,0
aten::empty,,,2.16,2.16,0,0,0,0
aten::resolve_conj,,,1.18,1.18,0,0,0,0
aten::resolve_neg,,,0.73,0.73,0,0,0,0
aten::arange,,,5.66,19.6,0,0,0,0
aten::empty,,,1.71,1.71,0,0,0,0
aten::arange,,,9.15,12.23,0,0,0,0
aten::resize_,,,3.08,3.08,0,0,0,0
aten::cat,,,7.53,7.53,0,0,0,0
aten::eq,,,8.76,8.76,0,0,0,0
aten::cumsum,,,7.96,18.16,0,0,0,0
aten::to,,,1.36,10.2,0,0,0,0
aten::_to_copy,,,3.13,8.84,0,0,0,0
aten::empty_strided,,,1.83,1.83,0,0,0,0
aten::copy_,,,3.88,3.88,0,0,0,0
aten::sub,,,4.78,4.78,0,0,0,0
aten::stack,,,4.84,30.81,0,0,0,0
aten::unsqueeze,,,3.48,6.34,0,0,0,0
aten::as_strided,,,2.86,2.86,0,0,0,0
aten::unsqueeze,,,1.17,2.04,0,0,0,0
aten::as_strided,,,0.87,0.87,0,0,0,0
aten::cat,,,10.09,17.59,0,0,0,0
aten::narrow,,,4.19,7.5,0,0,0,0
aten::slice,,,2.21,3.31,0,0,0,0
aten::as_strided,,,1.1,1.1,0,0,0,0
aten::to,,,1.62,10.29,0,0,0,0
aten::_to_copy,,,2.95,8.67,0,0,0,0
aten::empty_strided,,,2.24,2.24,0,0,0,0
aten::copy_,,,3.48,3.48,0,0,0,0
aten::to,,,3.26,119.12,0,0,0,0
aten::_to_copy,,,8.82,115.86,0,0,0,0
aten::empty_strided,,,14.04,22.86,0,0,0,0
empty_tensor,,,8.82,8.82,0,0,0,0
aten::copy_,,,84.18,84.18,0,0,0,0
aten::to,,,3.8,98.12,0,0,0,0
aten::_to_copy,,,7.72,94.32,0,0,0,0
aten::empty_strided,,,12.79,19.44,0,0,0,0
empty_tensor,,,6.65,6.65,0,0,0,0
aten::copy_,,,67.16,67.16,0,0,0,0
aten::empty,,,5.86,19.65,0,0,0,0
empty_tensor,,,13.79,13.79,0,0,0,0
aten::permute,,,6.04,13.62,0,0,0,0
aten::as_strided,,,7.58,7.58,0,0,0,0
aten::contiguous,,,7.47,263.15,0,16.1,0,0
aten::clone,,,6.56,255.68,0,16.1,0,0
empty_tensor,,,6.76,6.76,0,0,0,0
aten::copy_,,,218.67,242.36,0,16.1,0,0
aclnnInplaceCopy,,,23.69,23.69,16.1,16.1,0,0
aten::permute,,,4.86,10.7,0,0,0,0
aten::as_strided,,,5.84,5.84,0,0,0,0
aten::contiguous,,,3.01,191.69,0,14.2,0,0
aten::clone,,,6.23,188.68,0,14.2,0,0
empty_tensor,,,8.17,8.17,0,0,0,0
aten::copy_,,,157.66,174.28,0,14.2,0,0
aclnnInplaceCopy,,,16.62,16.62,14.2,14.2,0,0
aten::empty,,,8.55,27.41,0,0,0,0
empty_tensor,,,18.86,18.86,0,0,0,0
chunk_scaled_dot_kkt_fwd_kernel,,,29.4,29.4,19.14,19.14,0,0
aten::empty,,,6.67,21.29,0,0,0,0
empty_tensor,,,14.62,14.62,0,0,0,0
aten::slice,,,30.57,36.67,0,0,0,0
aten::as_strided,,,6.1,6.1,0,0,0,0
aten::slice,,,3.84,6.12,0,0,0,0
aten::as_strided,,,2.28,2.28,0,0,0,0
aten::sub,,,28.74,43.52,0,1.22,0,0
empty_tensor,,,8.69,8.69,0,0,0,0
aclnnSub,,,6.09,6.09,1.22,1.22,0,0
aten::add,,,132.83,150.51,0,1.58,0,0
empty_tensor,,,6.13,6.13,0,0,0,0
aten::item,,,3.04,5.16,0,0,0,0
aten::_local_scalar_dense,,,2.12,2.12,0,0,0,0
aclnnAdds,,,6.39,6.39,1.58,1.58,0,0
aten::sub,,,19.09,35.26,0,1.62,0,0
empty_tensor,,,9.21,9.21,0,0,0,0
aten::item,,,2.11,3.85,0,0,0,0
aten::_local_scalar_dense,,,1.74,1.74,0,0,0,0
aclnnSubs,,,3.11,3.11,1.62,1.62,0,0
aten::floor_divide,,,115.26,130.02,0,110.05999999999999,0,0
empty_tensor,,,5.82,5.82,0,0,0,0
aten::item,,,1.54,2.58,0,0,0,0
aten::_local_scalar_dense,,,1.04,1.04,0,0,0,0
aclnnFloorDivides,,,6.36,6.36,110.05999999999999,110.05999999999999,0,0
aten::resolve_conj,,,1.92,1.92,0,0,0,0
aten::resolve_neg,,,0.66,0.66,0,0,0,0
aten::to,,,5.87,608.48,0,0,0,0
aten::_to_copy,,,9.94,602.61,0,0,0,0
aten::empty,,,4.48,4.48,0,0,0,0
aten::copy_,,,588.19,588.19,0,0,0,0
aten::arange,,,11.23,36.49,0,0,0,0
aten::empty,,,4.67,4.67,0,0,0,0
aten::arange,,,15.89,20.59,0,0,0,0
aten::resize_,,,4.7,4.7,0,0,0,0
aten::cat,,,10.41,10.41,0,0,0,0
aten::eq,,,12.75,12.75,0,0,0,0
aten::cumsum,,,12.52,31.29,0,0,0,0
aten::to,,,2.01,18.77,0,0,0,0
aten::_to_copy,,,6.59,16.76,0,0,0,0
aten::empty_strided,,,3.23,3.23,0,0,0,0
aten::copy_,,,6.94,6.94,0,0,0,0
aten::sub,,,6.24,6.24,0,0,0,0
aten::stack,,,4.89,37.43,0,0,0,0
aten::unsqueeze,,,3.88,7.01,0,0,0,0
aten::as_strided,,,3.13,3.13,0,0,0,0
aten::unsqueeze,,,1.43,4.14,0,0,0,0
aten::as_strided,,,2.71,2.71,0,0,0,0
aten::cat,,,12.56,21.39,0,0,0,0
aten::narrow,,,4.59,8.83,0,0,0,0
aten::slice,,,2.62,4.24,0,0,0,0
aten::as_strided,,,1.62,1.62,0,0,0,0
aten::to,,,2.34,160.9,0,0,0,0
aten::_to_copy,,,8.61,158.56,0,0,0,0
aten::empty_strided,,,29.89,39.67,0,0,0,0
empty_tensor,,,9.78,9.78,0,0,0,0
aten::copy_,,,85.15,110.28,0,0,0,0
aten::to,,,1.27,15.09,0,0,0,0
aten::_to_copy,,,3.67,13.82,0,0,0,0
aten::empty_strided,,,3.79,3.79,0,0,0,0
aten::copy_,,,6.36,6.36,0,0,0,0
aten::expand_as,,,3.07,10.04,0,0,0,0
aten::expand,,,3.32,6.97,0,0,0,0
aten::as_strided,,,3.65,3.65,0,0,0,0
solve_tril_16x16_kernel,,,35.09,35.09,49.64,49.64,0,0
aten::empty,,,6.05,23.25,0,0,0,0
empty_tensor,,,17.2,17.2,0,0,0,0
aten::slice,,,11.47,16.52,0,0,0,0
aten::as_strided,,,5.05,5.05,0,0,0,0
aten::slice,,,3.21,5.13,0,0,0,0
aten::as_strided,,,1.92,1.92,0,0,0,0
aten::sub,,,26.67,40.92,0,1.28,0,0
empty_tensor,,,7.6,7.6,0,0,0,0
aclnnSub,,,6.65,6.65,1.28,1.28,0,0
aten::add,,,106.66,140.9,0,1.46,0,0
empty_tensor,,,5.45,5.45,0,0,0,0
aten::item,,,2.33,4.07,0,0,0,0
aten::_local_scalar_dense,,,1.74,1.74,0,0,0,0
aclnnAdds,,,24.72,24.72,1.46,1.46,0,0
aten::sub,,,20.55,38.73,0,1.48,0,0
empty_tensor,,,8.78,8.78,0,0,0,0
aten::item,,,1.98,3.64,0,0,0,0
aten::_local_scalar_dense,,,1.66,1.66,0,0,0,0
aclnnSubs,,,5.76,5.76,1.48,1.48,0,0
aten::floor_divide,,,130.89,144.77,0,87.44,0,0
empty_tensor,,,5.81,5.81,0,0,0,0
aten::item,,,1.59,3.28,0,0,0,0
aten::_local_scalar_dense,,,1.69,1.69,0,0,0,0
aclnnFloorDivides,,,4.79,4.79,87.44,87.44,0,0
aten::resolve_conj,,,1.66,1.66,0,0,0,0
aten::resolve_neg,,,0.83,0.83,0,0,0,0
aten::to,,,5.89,454.41,0,0,0,0
aten::_to_copy,,,11.28,448.52,0,0,0,0
aten::empty,,,5.23,5.23,0,0,0,0
aten::copy_,,,432.01,432.01,0,0,0,0
aten::arange,,,10.22,38.89,0,0,0,0
aten::empty,,,6.54,6.54,0,0,0,0
aten::arange,,,17.22,22.13,0,0,0,0
aten::resize_,,,4.91,4.91,0,0,0,0
aten::cat,,,11.13,11.13,0,0,0,0
aten::eq,,,15.52,15.52,0,0,0,0
aten::cumsum,,,11.56,41.37,0,0,0,0
aten::to,,,2.37,29.81,0,0,0,0
aten::_to_copy,,,5.96,27.44,0,0,0,0
aten::empty_strided,,,3.74,3.74,0,0,0,0
aten::copy_,,,17.74,17.74,0,0,0,0
aten::sub,,,6.66,6.66,0,0,0,0
aten::stack,,,4.89,37.55,0,0,0,0
aten::unsqueeze,,,4.17,7.42,0,0,0,0
aten::as_strided,,,3.25,3.25,0,0,0,0
aten::unsqueeze,,,0.9,2.25,0,0,0,0
aten::as_strided,,,1.35,1.35,0,0,0,0
aten::cat,,,13.75,22.99,0,0,0,0
aten::narrow,,,4.71,9.24,0,0,0,0
aten::slice,,,2.6,4.53,0,0,0,0
aten::as_strided,,,1.93,1.93,0,0,0,0
aten::to,,,2.3,169.38,0,0,0,0
aten::_to_copy,,,9.19,167.08,0,0,0,0
aten::empty_strided,,,14.52,24.54,0,0,0,0
empty_tensor,,,10.02,10.02,0,0,0,0
aten::copy_,,,97.05,133.35,0,0,0,0
aten::to,,,1.09,28.3,0,0,0,0
aten::_to_copy,,,3.94,27.21,0,0,0,0
aten::empty_strided,,,3.46,3.46,0,0,0,0
aten::copy_,,,19.81,19.81,0,0,0,0
aten::expand_as,,,2.13,8.0,0,0,0,0
aten::expand,,,3.08,5.87,0,0,0,0
aten::as_strided,,,2.79,2.79,0,0,0,0
aten::empty,,,8.35,26.98,0,0,0,0
empty_tensor,,,18.63,18.63,0,0,0,0
merge_16x16_to_64x64_inverse_kernel,,,35.32,35.32,17.42,17.42,0,0
aten::slice,,,12.79,20.17,0,0,0,0
aten::as_strided,,,7.38,7.38,0,0,0,0
aten::slice,,,3.55,5.58,0,0,0,0
aten::as_strided,,,2.03,2.03,0,0,0,0
aten::sub,,,28.3,47.56,0,1.3,0,0
empty_tensor,,,12.14,12.14,0,0,0,0
aclnnSub,,,7.12,7.12,1.3,1.3,0,0
aten::add,,,18.14,34.15,0,1.6,0,0
empty_tensor,,,6.7,6.7,0,0,0,0
aten::item,,,2.47,4.49,0,0,0,0
aten::_local_scalar_dense,,,2.02,2.02,0,0,0,0
aclnnAdds,,,4.82,4.82,1.6,1.6,0,0
aten::sub,,,12.97,25.61,0,1.38,0,0
empty_tensor,,,5.09,5.09,0,0,0,0
aten::item,,,1.53,2.18,0,0,0,0
aten::_local_scalar_dense,,,0.65,0.65,0,0,0,0
aclnnSubs,,,5.37,5.37,1.38,1.38,0,0
aten::floor_divide,,,137.24,170.94,0,96.6,0,0
empty_tensor,,,5.14,5.14,0,0,0,0
aten::item,,,1.23,2.62,0,0,0,0
aten::_local_scalar_dense,,,1.39,1.39,0,0,0,0
aclnnFloorDivides,,,25.94,25.94,96.6,96.6,0,0
aten::resolve_conj,,,1.29,1.29,0,0,0,0
aten::resolve_neg,,,1.01,1.01,0,0,0,0
aten::to,,,5.49,519.31,0,0,0,0
aten::_to_copy,,,11.86,513.82,0,0,0,0
aten::empty,,,4.78,4.78,0,0,0,0
aten::copy_,,,497.18,497.18,0,0,0,0
aten::arange,,,9.75,35.76,0,0,0,0
aten::empty,,,5.97,5.97,0,0,0,0
aten::arange,,,15.49,20.04,0,0,0,0
aten::resize_,,,4.55,4.55,0,0,0,0
aten::cat,,,10.81,10.81,0,0,0,0
aten::eq,,,13.52,13.52,0,0,0,0
aten::cumsum,,,9.84,29.56,0,0,0,0
aten::to,,,2.23,19.72,0,0,0,0
aten::_to_copy,,,6.76,17.49,0,0,0,0
aten::empty_strided,,,4.36,4.36,0,0,0,0
aten::copy_,,,6.37,6.37,0,0,0,0
aten::sub,,,6.03,6.03,0,0,0,0
aten::stack,,,4.33,34.15,0,0,0,0
aten::unsqueeze,,,3.61,6.58,0,0,0,0
aten::as_strided,,,2.97,2.97,0,0,0,0
aten::unsqueeze,,,0.87,1.76,0,0,0,0
aten::as_strided,,,0.89,0.89,0,0,0,0
aten::cat,,,11.75,21.48,0,0,0,0
aten::narrow,,,5.19,9.73,0,0,0,0
aten::slice,,,3.08,4.54,0,0,0,0
aten::as_strided,,,1.46,1.46,0,0,0,0
aten::to,,,2.32,148.15,0,0,0,0
aten::_to_copy,,,9.29,145.83,0,0,0,0
aten::empty_strided,,,13.12,23.1,0,0,0,0
empty_tensor,,,9.98,9.98,0,0,0,0
aten::copy_,,,93.65,113.44,0,0,0,0
aten::to,,,1.27,12.89,0,0,0,0
aten::_to_copy,,,3.28,11.62,0,0,0,0
aten::empty_strided,,,3.06,3.06,0,0,0,0
aten::copy_,,,5.28,5.28,0,0,0,0
aten::expand_as,,,2.55,6.9,0,0,0,0
aten::expand,,,2.35,4.35,0,0,0,0
aten::as_strided,,,2.0,2.0,0,0,0,0
aten::empty_like,,,11.26,25.4,0,0,0,0
empty_tensor,,,14.14,14.14,0,0,0,0
aten::new_empty,,,3.91,15.88,0,0,0,0
aten::empty,,,3.83,11.97,0,0,0,0
empty_tensor,,,8.14,8.14,0,0,0,0
aten::transpose,,,5.58,10.26,0,0,0,0
aten::as_strided,,,4.68,4.68,0,0,0,0
aten::contiguous,,,4.71,203.62,0,14.24,0,0
aten::clone,,,5.95,198.91,0,14.24,0,0
empty_tensor,,,5.44,5.44,0,0,0,0
aten::copy_,,,165.1,187.52,0,14.24,0,0
aclnnInplaceCopy,,,22.42,22.42,14.24,14.24,0,0
aten::transpose,,,4.78,10.46,0,0,0,0
aten::as_strided,,,5.68,5.68,0,0,0,0
aten::contiguous,,,3.43,174.06,0,8.52,0,0
aten::clone,,,5.85,170.63,0,8.52,0,0
empty_tensor,,,8.75,8.75,0,0,0,0
aten::copy_,,,123.43,156.03,0,8.52,0,0
aclnnInplaceCopy,,,32.6,32.6,8.52,8.52,0,0
aten::empty,,,8.64,27.01,0,0,0,0
empty_tensor,,,18.37,18.37,0,0,0,0
recompute_w_u_fwd_kernel,,,32.33,32.33,54.88,54.88,0,0
aten::slice,,,14.06,21.57,0,0,0,0
aten::as_strided,,,7.51,7.51,0,0,0,0
aten::slice,,,3.66,5.58,0,0,0,0
aten::as_strided,,,1.92,1.92,0,0,0,0
aten::sub,,,25.83,59.09,0,1.32,0,0
empty_tensor,,,12.43,12.43,0,0,0,0
aclnnSub,,,20.83,20.83,1.32,1.32,0,0
aten::add,,,21.27,38.4,0,1.74,0,0
empty_tensor,,,8.46,8.46,0,0,0,0
aten::item,,,3.45,5.41,0,0,0,0
aten::_local_scalar_dense,,,1.96,1.96,0,0,0,0
aclnnAdds,,,3.26,3.26,1.74,1.74,0,0
aten::sub,,,12.57,23.53,0,1.4,0,0
empty_tensor,,,5.45,5.45,0,0,0,0
aten::item,,,1.38,2.16,0,0,0,0
aten::_local_scalar_dense,,,0.78,0.78,0,0,0,0
aclnnSubs,,,3.35,3.35,1.4,1.4,0,0
aten::floor_divide,,,117.22,148.42,0,176.84000000000003,0,0
